Index,Weight(Pounds)
6811,119.8518
6812,136.1642
6813,114.5097
6814,138.2213
6815,133.2127
6816,126.5382
6817,129.8661
6818,122.7073
6819,111.8648
6820,128.2887
6821,120.5732
6822,122.1059
6823,145.6585
6824,116.155
6825,137.4236
6826,137.894
6827,114.8329
6828,136.3654
6829,148.7839
6830,118.7125
6831,118.3544
6832,152.5436
6833,128.9651
6834,124.5497
6835,118.077
6836,100.3573
6837,120.8445
6838,136.3666
6839,129.3228
6840,129.9114
6841,116.261
6842,137.5933
6843,106.9772
6844,118.7891
6845,127.0282
6846,135.7681
6847,127.8121
6848,127.9637
6849,121.4664
6850,100.2395
6851,115.6267
6852,124.0965
6853,124.2217
6854,112.2167
6855,132.5438
6856,107.1524
6857,119.8364
6858,123.5259
6859,134.4521
6860,125.5112
6861,133.5386
6862,133.3158
6863,144.3195
6864,140.8419
6865,147.5959
6866,114.7572
6867,117.7686
6868,140.7958
6869,134.2855
6870,110.2144
6871,107.3158
6872,122.8845
6873,118.2503
6874,125.8938
6875,127.4892
6876,153.3295
6877,124.592
6878,106.8565
6879,133.7046
6880,124.6664
6881,132.0587
6882,138.0874
6883,130.3727
6884,118.1746
6885,134.8257
6886,123.7257
6887,128.9637
6888,151.0629
6889,126.6496
6890,114.8614
6891,133.6709
6892,137.1665
6893,139.5681
6894,127.7704
6895,119.206
6896,131.5259
6897,124.1454
6898,140.9604
6899,111.675
6900,131.6378
6901,133.7032
6902,133.0611
6903,115.596
6904,127.7475
6905,136.774
6906,135.1199
6907,117.4256
6908,128.3953
6909,124.6462
6910,140.4212
6911,129.9599
6912,116.1417
6913,138.8435
6914,131.9172
6915,120.174
6916,117.9655
6917,132.2259
6918,100.38
6919,112.8575
6920,127.3499
6921,128.0357
6922,148.2612
6923,118.697
6924,125.1128
6925,126.9495
6926,116.0879
6927,130.1563
6928,128.6877
6929,124.8016
6930,122.3703
6931,121.6673
6932,126.211
6933,127.3033
6934,133.3873
6935,136.3986
6936,112.0078
6937,146.1389
6938,126.0906
6939,100.7711
6940,132.1034
6941,142.7429
6942,119.2652
6943,123.567
6944,129.2791
6945,130.0454
6946,146.821
6947,102.0192
6948,122.3346
6949,113.4712
6950,134.5754
6951,136.6864
6952,127.6595
6953,112.9117
6954,139.8524
6955,100.8983
6956,134.0086
6957,134.1832
6958,124.2984
6959,113.8397
6960,126.8411
6961,138.4671
6962,135.8226
6963,134.1394
6964,147.1709
6965,124.7091
6966,128.6304
6967,126.6038
6968,117.6067
6969,131.2976
6970,130.2718
6971,123.9308
6972,111.1245
6973,150.9399
6974,138.5366
6975,123.6542
6976,135.4202
6977,131.7184
6978,148.9964
6979,129.818
6980,113.7404
6981,142.8879
6982,133.248
6983,123.5309
6984,131.3393
6985,138.7052
6986,121.5695
6987,134.9518
6988,107.9783
6989,122.5054
6990,140.5876
6991,113.4278
6992,115.1244
6993,126.9035
6994,122.0827
6995,117.6941
6996,112.418
6997,110.7359
6998,134.7077
6999,124.513
7000,100.1673
7001,122.5671
7002,139.537
7003,123.509
7004,137.4336
7005,131.4485
7006,148.3386
7007,127.5607
7008,107.7349
7009,119.5494
7010,135.9338
7011,129.6703
7012,138.3332
7013,111.1973
7014,109.7177
7015,138.7697
7016,117.8952
7017,118.436
7018,139.4789
7019,140.13
7020,106.9353
7021,123.1594
7022,130.2541
7023,127.0935
7024,141.2168
7025,106.5251
7026,135.2336
7027,116.2368
7028,107.2539
7029,125.2445
7030,126.7497
7031,124.7855
7032,130.3081
7033,129.0813
7034,136.352
7035,127.3129
7036,115.5565
7037,122.6641
7038,121.1687
7039,123.3812
7040,138.1009
7041,142.0686
7042,140.783
7043,118.1483
7044,116.9901
7045,134.1878
7046,128.8601
7047,127.995
7048,110.6146
7049,147.2812
7050,124.4182
7051,154.0956
7052,138.7187
7053,118.2185
7054,129.9864
7055,108.6521
7056,121.5126
7057,131.8032
7058,122.3023
7059,117.6848
7060,123.165
7061,128.1987
7062,120.519
7063,132.6177
7064,153.8047
7065,114.7964
7066,120.8603
7067,110.8094
7068,116.8675
7069,140.4034
7070,118.0107
7071,116.871
7072,99.65617
7073,123.1376
7074,131.78
7075,107.3991
7076,125.2837
7077,140.256
7078,126.4995
7079,132.1206
7080,126.5069
7081,116.9988
7082,113.4002
7083,114.8109
7084,108.9786
7085,137.5979
7086,122.6742
7087,120.8244
7088,139.8095
7089,117.7043
7090,149.6098
7091,139.4191
7092,137.8864
7093,113.2406
7094,117.0282
7095,129.6957
7096,137.8167
7097,125.1696
7098,112.7134
7099,122.761
7100,118.005
7101,143.2701
7102,122.6553
7103,139.9412
7104,110.0091
7105,136.5209
7106,126.6768
7107,133.8678
7108,136.4188
7109,126.8823
7110,117.7937
7111,132.8404
7112,116.0168
7113,135.585
7114,125.9307
7115,121.0867
7116,136.2764
7117,120.1009
7118,133.7637
7119,138.0896
7120,127.2923
7121,116.9931
7122,143.1639
7123,138.2081
7124,140.5597
7125,117.1367
7126,134.8175
7127,130.4298
7128,120.5148
7129,118.9157
7130,124.2062
7131,143.3808
7132,102.0683
7133,120.3717
7134,134.7602
7135,133.5285
7136,151.4865
7137,125.0424
7138,133.275
7139,114.8393
7140,136.6724
7141,124.6184
7142,153.9191
7143,130.0958
7144,126.8497
7145,130.1305
7146,137.0062
7147,143.488
7148,139.4233
7149,111.2477
7150,115.7454
7151,152.3875
7152,101.7823
7153,138.2295
7154,144.9564
7155,126.0652
7156,129.5533
7157,100.8383
7158,135.685
7159,130.124
7160,114.3281
7161,119.7082
7162,117.9674
7163,136.604
7164,126.5181
7165,139.2679
7166,132.4449
7167,129.9469
7168,105.7793
7169,120.3329
7170,110.5079
7171,122.0272
7172,121.6887
7173,140.3287
7174,130.2994
7175,130.1025
7176,133.1917
7177,128.1301
7178,137.3243
7179,139.0344
7180,152.5737
7181,145.3588
7182,131.4688
7183,135.01
7184,120.3701
7185,131.1969
7186,116.3957
7187,133.2719
7188,114.0233
7189,110.1396
7190,127.7667
7191,122.4339
7192,130.9145
7193,143.7263
7194,140.5105
7195,117.309
7196,128.3045
7197,132.42
7198,151.3699
7199,103.0898
7200,135.2409
7201,125.5754
7202,134.2854
7203,116.1475
7204,145.157
7205,97.38482
7206,141.5296
7207,124.1834
7208,119.41
7209,110.9564
7210,152.882
7211,133.4961
7212,131.5363
7213,147.9493
7214,107.2294
7215,123.3618
7216,119.6208
7217,109.7922
7218,130.909
7219,135.1808
7220,110.6117
7221,145.8197
7222,118.0754
7223,136.9369
7224,111.5511
7225,125.863
7226,126.7202
7227,157.414
7228,108.3825
7229,112.1651
7230,118.3111
7231,108.6568
7232,119.9807
7233,126.3537
7234,119.7988
7235,126.5725
7236,119.4016
7237,120.6734
7238,122.5543
7239,119.0203
7240,126.4594
7241,112.3129
7242,118.6985
7243,132.4024
7244,136.0832
7245,129.2316
7246,137.9614
7247,131.5778
7248,141.3806
7249,134.1194
7250,118.5526
7251,116.3449
7252,136.6981
7253,131.0281
7254,112.1012
7255,131.0829
7256,127.4022
7257,150.4959
7258,130.8527
7259,147.5658
7260,128.8298
7261,131.0973
7262,118.725
7263,143.9424
7264,112.5632
7265,125.5583
7266,136.9352
7267,132.7607
7268,142.7019
7269,139.2383
7270,140.0915
7271,134.3808
7272,120.986
7273,114.208
7274,128.8771
7275,127.669
7276,129.4355
7277,122.759
7278,126.8856
7279,132.2408
7280,132.3362
7281,137.7408
7282,148.1165
7283,119.7771
7284,122.5452
7285,147.1068
7286,142.18
7287,134.8398
7288,131.9221
7289,135.0619
7290,140.3879
7291,144.7957
7292,133.4026
7293,134.0615
7294,140.8089
7295,136.7987
7296,117.5218
7297,125.0994
7298,120.3094
7299,131.5393
7300,128.7348
7301,145.317
7302,139.9063
7303,111.1929
7304,134.0435
7305,109.4509
7306,125.6017
7307,125.4635
7308,108.8633
7309,122.1298
7310,134.7721
7311,118.2586
7312,134.8389
7313,149.9199
7314,120.5065
7315,131.3163
7316,120.7318
7317,145.3154
7318,128.9349
7319,132.4517
7320,125.7715
7321,88.81051
7322,138.3541
7323,127.8418
7324,127.7406
7325,117.28
7326,133.4251
7327,140.4405
7328,131.4384
7329,111.3263
7330,115.9311
7331,141.2872
7332,129.9806
7333,134.8798
7334,156.0944
7335,134.7738
7336,135.5158
7337,120.9929
7338,133.0843
7339,128.0102
7340,111.8821
7341,108.5709
7342,141.8568
7343,134.9127
7344,118.2398
7345,123.5611
7346,110.9755
7347,121.7078
7348,128.9687
7349,132.6356
7350,111.0262
7351,143.2576
7352,125.2298
7353,136.3245
7354,126.3744
7355,133.2845
7356,122.813
7357,121.3649
7358,139.8288
7359,130.8996
7360,137.4973
7361,124.8715
7362,122.6361
7363,128.1323
7364,110.4944
7365,130.4623
7366,124.1877
7367,140.3651
7368,132.4583
7369,129.9706
7370,144.3226
7371,118.4512
7372,133.0559
7373,123.7602
7374,125.6892
7375,129.7971
7376,106.1024
7377,139.3225
7378,130.4799
7379,119.9616
7380,124.4751
7381,126.0978
7382,128.2102
7383,136.238
7384,121.8698
7385,112.3066
7386,134.703
7387,127.4389
7388,106.6406
7389,107.8906
7390,117.2843
7391,110.2457
7392,121.0482
7393,124.3501
7394,128.1553
7395,121.222
7396,121.0895
7397,117.5089
7398,97.5369
7399,119.6172
7400,118.9727
7401,137.8509
7402,121.5155
7403,132.5458
7404,100.0056
7405,141.2024
7406,126.5394
7407,155.3977
7408,134.7797
7409,125.6942
7410,115.004
7411,125.904
7412,123.25
7413,117.198
7414,148.7849
7415,128.8653
7416,118.7941
7417,123.3988
7418,90.03145
7419,120.5746
7420,126.2191
7421,126.7902
7422,124.9625
7423,143.185
7424,129.4889
7425,131.3101
7426,139.614
7427,120.3352
7428,128.0491
7429,144.2164
7430,107.2461
7431,140.6199
7432,110.6346
7433,123.7867
7434,134.2646
7435,135.7343
7436,132.574
7437,101.3696
7438,138.2492
7439,131.9158
7440,99.18847
7441,104.5348
7442,108.8067
7443,129.1996
7444,132.2253
7445,132.0935
7446,121.3455
7447,120.1047
7448,122.0791
7449,125.3647
7450,112.5542
7451,121.1324
7452,115.4338
7453,140.7167
7454,123.0205
7455,127.0142
7456,130.0494
7457,144.1957
7458,129.699
7459,143.083
7460,117.2453
7461,139.3682
7462,106.0456
7463,131.0038
7464,119.6203
7465,112.35
7466,132.679
7467,139.7611
7468,135.8145
7469,133.3183
7470,121.2002
7471,111.6109
7472,114.0807
7473,110.2593
7474,122.8997
7475,134.8572
7476,119.1949
7477,118.4403
7478,134.1269
7479,125.0959
7480,123.8787
7481,125.8733
7482,114.2514
7483,135.5384
7484,115.7687
7485,119.574
7486,114.6366
7487,117.4341
7488,153.8939
7489,107.8835
7490,113.0245
7491,131.5965
7492,131.1377
7493,139.4594
7494,133.7691
7495,113.0185
7496,118.3424
7497,138.2626
7498,139.6973
7499,132.6589
7500,141.7412
7501,150.0568
7502,118.2564
7503,118.9631
7504,135.4832
7505,154.3167
7506,133.1199
7507,115.4637
7508,135.9939
7509,112.9479
7510,136.3002
7511,128.7134
7512,124.5508
7513,114.0726
7514,106.2728
7515,121.7322
7516,114.8589
7517,110.7923
7518,132.2393
7519,141.1859
7520,121.3297
7521,117.6169
7522,140.1896
7523,141.9068
7524,126.1456
7525,128.0042
7526,130.8349
7527,143.7256
7528,138.9172
7529,140.3419
7530,131.6908
7531,140.8144
7532,125.7072
7533,116.0417
7534,113.6366
7535,125.5184
7536,111.8929
7537,134.5124
7538,127.1
7539,121.8737
7540,130.421
7541,115.7811
7542,120.4567
7543,133.6623
7544,105.3131
7545,141.2867
7546,124.5046
7547,120.0427
7548,121.0602
7549,147.2286
7550,125.5631
7551,126.7142
7552,147.5274
7553,134.3203
7554,131.2151
7555,137.5212
7556,149.4448
7557,125.7485
7558,123.1591
7559,122.6614
7560,107.0973
7561,126.4469
7562,130.1897
7563,128.0733
7564,147.6337
7565,124.8905
7566,140.4072
7567,135.5266
7568,129.793
7569,140.7337
7570,121.2177
7571,139.6088
7572,117.0843
7573,129.6054
7574,123.8408
7575,129.3636
7576,118.034
7577,127.871
7578,129.2263
7579,130.3162
7580,125.3443
7581,114.5746
7582,123.6368
7583,111.5203
7584,135.3127
7585,126.2811
7586,128.3855
7587,110.5005
7588,125.1627
7589,131.7113
7590,129.2797
7591,127.2682
7592,116.1557
7593,115.6411
7594,130.089
7595,119.1357
7596,138.6263
7597,132.1391
7598,133.7259
7599,103.413
7600,140.5224
7601,139.2476
7602,137.1816
7603,128.6937
7604,119.6812
7605,134.283
7606,117.5826
7607,149.014
7608,125.2519
7609,137.9874
7610,114.0989
7611,105.5528
7612,129.1214
7613,121.6671
7614,125.6806
7615,106.5133
7616,145.4679
7617,137.8311
7618,108.3132
7619,117.8311
7620,137.0213
7621,94.93893
7622,121.7877
7623,127.8304
7624,136.728
7625,113.3811
7626,139.7068
7627,137.8162
7628,104.8015
7629,129.3583
7630,138.6321
7631,116.5963
7632,124.8835
7633,137.4516
7634,140.2377
7635,136.2189
7636,104.3901
7637,119.4984
7638,118.2663
7639,130.1457
7640,129.0666
7641,132.7511
7642,117.4982
7643,130.8403
7644,125.5251
7645,115.863
7646,128.8302
7647,109.3304
7648,125.8588
7649,107.2491
7650,125.2769
7651,129.2856
7652,122.2752
7653,130.3915
7654,132.8653
7655,130.4108
7656,154.3757
7657,137.7144
7658,123.928
7659,127.1621
7660,126.3357
7661,114.9381
7662,118.2746
7663,122.5043
7664,120.3915
7665,98.47908
7666,131.2951
7667,116.8011
7668,131.919
7669,118.3939
7670,120.0249
7671,126.7391
7672,152.5009
7673,120.6596
7674,130.2
7675,138.8221
7676,136.6213
7677,105.4542
7678,130.3208
7679,129.5017
7680,112.1223
7681,107.7735
7682,142.2364
7683,130.1736
7684,133.648
7685,106.9745
7686,127.1369
7687,141.6155
7688,123.8881
7689,124.7274
7690,133.492
7691,140.1252
7692,135.2445
7693,129.5831
7694,120.7322
7695,133.7433
7696,104.3528
7697,140.0099
7698,120.8264
7699,115.9752
7700,117.0558
7701,129.4873
7702,133.6015
7703,126.6594
7704,122.6178
7705,132.9071
7706,125.2964
7707,114.7138
7708,131.4842
7709,123.4755
7710,120.1682
7711,134.088
7712,121.9653
7713,103.3546
7714,112.4828
7715,105.3961
7716,135.062
7717,132.1296
7718,127.2412
7719,125.0147
7720,113.585
7721,120.1023
7722,129.7442
7723,128.7635
7724,104.2348
7725,125.962
7726,138.3373
7727,144.0366
7728,137.1058
7729,130.6387
7730,124.7815
7731,134.4502
7732,132.8462
7733,135.425
7734,124.1334
7735,143.9272
7736,124.9954
7737,155.452
7738,124.8133
7739,128.3211
7740,142.9052
7741,115.9
7742,121.9962
7743,136.23
7744,120.8577
7745,107.684
7746,104.361
7747,130.011
7748,127.6238
7749,142.0184
7750,134.5354
7751,124.1453
7752,125.066
7753,138.2726
7754,125.4025
7755,107.8487
7756,138.7248
7757,126.4965
7758,122.5994
7759,117.1647
7760,122.9325
7761,133.3385
7762,127.7046
7763,112.4733
7764,111.0985
7765,128.5118
7766,122.9677
7767,125.7629
7768,142.9565
7769,108.1239
7770,131.3885
7771,123.3667
7772,118.5143
7773,135.2062
7774,129.3282
7775,147.0635
7776,126.7902
7777,123.84
7778,118.6554
7779,127.0804
7780,137.4305
7781,132.4546
7782,113.2777
7783,117.6372
7784,125.8654
7785,128.857
7786,121.5519
7787,101.7983
7788,136.4959
7789,113.2549
7790,139.6333
7791,132.7411
7792,111.3947
7793,102.0057
7794,124.0644
7795,137.8685
7796,134.7202
7797,139.0328
7798,118.1128
7799,132.2918
7800,127.8828
7801,114.3964
7802,135.8661
7803,110.9974
7804,113.0832
7805,102.687
7806,159.3967
7807,129.7132
7808,141.4122
7809,129.9013
7810,116.2096
7811,126.6121
7812,114.8391
7813,130.9476
7814,117.224
7815,128.0368
7816,129.2199
7817,124.9153
7818,119.7681
7819,137.758
7820,124.0211
7821,125.9789
7822,125.507
7823,118.2146
7824,152.6344
7825,124.0016
7826,130.8507
7827,132.5789
7828,137.5606
7829,134.532
7830,120.9022
7831,117.7639
7832,113.2767
7833,147.1355
7834,113.5152
7835,159.7844
7836,125.1913
7837,127.5662
7838,125.6505
7839,118.6649
7840,136.0667
7841,122.8314
7842,133.0347
7843,136.451
7844,126.3811
7845,114.2042
7846,120.3379
7847,119.8795
7848,134.1961
7849,125.6206
7850,138.8165
7851,126.3497
7852,135.7442
7853,138.0519
7854,126.1461
7855,120.9616
7856,139.8337
7857,122.2411
7858,129.7149
7859,137.1631
7860,104.5086
7861,135.7377
7862,111.5493
7863,147.7067
7864,150.4786
7865,133.0872
7866,140.7383
7867,130.441
7868,127.5606
7869,133.9221
7870,145.462
7871,133.8265
7872,126.2885
7873,117.1077
7874,128.5263
7875,120.2431
7876,114.7654
7877,132.424
7878,132.1972
7879,135.255
7880,113.9045
7881,117.297
7882,150.618
7883,143.2179
7884,132.1823
7885,134.9196
7886,122.1659
7887,122.904
7888,108.7074
7889,132.6449
7890,121.0436
7891,117.715
7892,133.341
7893,138.2921
7894,130.4579
7895,117.4415
7896,107.1855
7897,128.3023
7898,114.237
7899,116.3676
7900,124.5841
7901,131.53
7902,137.6548
7903,127.1615
7904,110.4732
7905,125.4882
7906,124.8483
7907,136.4508
7908,123.6033
7909,126.7841
7910,141.1367
7911,127.3606
7912,134.9724
7913,135.8397
7914,142.7681
7915,126.5143
7916,131.7103
7917,126.6811
7918,122.6931
7919,134.2315
7920,120.9306
7921,132.2909
7922,132.287
7923,126.1785
7924,118.2022
7925,126.4329
7926,120.3791
7927,103.6353
7928,112.3691
7929,119.6693
7930,106.3895
7931,120.2067
7932,156.5971
7933,132.4808
7934,132.0505
7935,148.9722
7936,128.9143
7937,109.9494
7938,121.8319
7939,136.4146
7940,154.4947
7941,116.8189
7942,123.4374
7943,128.5252
7944,114.5546
7945,142.8329
7946,124.5284
7947,109.5514
7948,137.4034
7949,119.4607
7950,122.7447
7951,143.4836
7952,116.2868
7953,120.3912
7954,117.8198
7955,131.9536
7956,128.8624
7957,118.315
7958,140.7132
7959,138.7414
7960,123.6693
7961,104.0396
7962,122.9904
7963,131.6367
7964,122.1745
7965,128.2344
7966,135.757
7967,116.2938
7968,134.0076
7969,127.5092
7970,145.7932
7971,141.9976
7972,127.9425
7973,140.2004
7974,126.914
7975,123.7364
7976,119.0958
7977,132.4222
7978,126.7739
7979,138.5358
7980,115.0837
7981,122.7868
7982,138.6654
7983,113.5556
7984,126.086
7985,128.952
7986,137.0564
7987,142.6514
7988,127.0386
7989,130.8347
7990,120.0967
7991,137.3509
7992,135.0166
7993,125.4398
7994,113.7752
7995,128.7894
7996,110.3175
7997,169.1268
7998,127.2647
7999,121.7823
8000,123.2914
8001,126.5258
8002,124.1856
8003,119.5459
8004,125.1912
8005,126.2716
8006,110.894
8007,120.3019
8008,135.0369
8009,152.6168
8010,130.5463
8011,123.7466
8012,134.9316
8013,129.6641
8014,118.1433
8015,136.9932
8016,107.7319
8017,135.5159
8018,123.7345
8019,146.4336
8020,127.9335
8021,123.4302
8022,122.5101
8023,119.1983
8024,137.1607
8025,123.3591
8026,126.1915
8027,111.5519
8028,133.9494
8029,134.4253
8030,114.8024
8031,124.7691
8032,110.3778
8033,125.9397
8034,137.9496
8035,141.0108
8036,127.3467
8037,130.1828
8038,127.6085
8039,124.1533
8040,151.7634
8041,135.5982
8042,131.2158
8043,121.2608
8044,137.4995
8045,144.6209
8046,116.8405
8047,131.8359
8048,133.605
8049,138.1052
8050,136.5839
8051,123.8328
8052,131.0779
8053,136.8494
8054,130.5691
8055,132.9542
8056,121.2351
8057,118.3996
8058,122.1652
8059,121.728
8060,118.4049
8061,120.621
8062,134.4838
8063,131.2404
8064,121.228
8065,110.6602
8066,134.4204
8067,148.5606
8068,129.7384
8069,109.4881
8070,131.1947
8071,121.931
8072,138.8549
8073,134.9595
8074,145.0718
8075,116.5654
8076,129.734
8077,123.7944
8078,124.2097
8079,135.5006
8080,143.0166
8081,126.0365
8082,134.5517
8083,116.7611
8084,128.9351
8085,134.6404
8086,128.3649
8087,125.7087
8088,133.4489
8089,103.0865
8090,127.065
8091,118.2251
8092,122.6757
8093,124.6458
8094,138.5996
8095,116.4343
8096,140.0236
8097,142.4689
8098,125.1139
8099,113.1903
8100,120.4629
8101,133.6411
8102,101.9669
8103,135.9051
8104,121.8755
8105,142.7891
8106,132.9498
8107,125.3998
8108,119.5183
8109,128.4407
8110,120.9619
8111,110.0212
8112,108.7627
8113,128.0636
8114,121.2109
8115,113.9021
8116,142.3934
8117,135.0981
8118,135.9867
8119,133.625
8120,123.5221
8121,121.1495
8122,139.379
8123,132.2175
8124,129.4864
8125,91.8085
8126,130.0474
8127,118.8111
8128,145.2176
8129,152.0833
8130,100.2743
8131,137.6556
8132,135.5083
8133,118.6405
8134,145.8844
8135,115.3104
8136,119.3074
8137,132.1547
8138,124.6849
8139,135.1557
8140,116.0361
8141,136.027
8142,112.1713
8143,133.1515
8144,132.088
8145,135.4905
8146,126.827
8147,137.5684
8148,127.293
8149,124.2118
8150,119.5556
8151,91.25752
8152,142.5115
8153,127.7847
8154,128.8566
8155,135.9276
8156,151.879
8157,132.0277
8158,123.1697
8159,117.6912
8160,127.0545
8161,137.9252
8162,115.1881
8163,120.6277
8164,136.41
8165,149.0647
8166,111.3072
8167,127.8014
8168,137.7495
8169,129.9887
8170,123.3208
8171,146.7832
8172,135.4823
8173,129.0149
8174,136.768
8175,122.5324
8176,118.0131
8177,135.317
8178,143.2456
8179,137.8977
8180,135.0191
8181,135.026
8182,122.9795
8183,120.4781
8184,135.534
8185,137.0927
8186,133.3871
8187,133.4505
8188,124.4906
8189,144.5481
8190,133.8378
8191,109.9033
8192,122.7443
8193,99.0744
8194,134.7996
8195,116.8893
8196,135.6049
8197,113.6473
8198,139.7899
8199,121.4679
8200,134.3005
8201,125.2
8202,124.9999
8203,117.5449
8204,142.6142
8205,143.9751
8206,141.5128
8207,113.8639
8208,133.7791
8209,122.5777
8210,135.4846
8211,143.309
8212,134.3715
8213,128.963
8214,142.3413
8215,138.7374
8216,113.3238
8217,118.6681
8218,144.152
8219,155.0439
8220,135.3184
8221,109.9437
8222,124.4395
8223,134.417
8224,130.7336
8225,128.6113
8226,133.3423
8227,136.4262
8228,140.5089
8229,136.0998
8230,105.284
8231,127.227
8232,120.6136
8233,115.003
8234,129.9544
8235,104.3081
8236,131.4725
8237,126.3612
8238,121.2363
8239,140.2805
8240,129.2682
8241,126.2858
8242,137.4431
8243,117.2798
8244,121.0725
8245,142.7478
8246,125.9385
8247,114.225
8248,133.1533
8249,120.7303
8250,137.3349
8251,105.3169
8252,116.3236
8253,118.147
8254,133.6457
8255,123.9537
8256,143.4905
8257,117.9183
8258,142.08
8259,136.4499
8260,120.6503
8261,125.5261
8262,113.1137
8263,134.7475
8264,111.0142
8265,122.3297
8266,130.4762
8267,124.5562
8268,129.6617
8269,141.8458
8270,123.953
8271,130.441
8272,127.0952
8273,136.0598
8274,114.0398
8275,122.2341
8276,123.7772
8277,116.7279
8278,154.5031
8279,123.1233
8280,138.9521
8281,150.3119
8282,129.6463
8283,138.4825
8284,137.7115
8285,126.4259
8286,132.8622
8287,115.3726
8288,110.6226
8289,120.392
8290,130.1554
8291,125.7973
8292,117.4231
8293,133.7229
8294,131.2588
8295,127.8143
8296,120.9216
8297,141.0636
8298,144.1656
8299,121.6819
8300,121.3264
8301,124.8608
8302,124.1474
8303,130.2642
8304,119.7938
8305,137.7862
8306,137.8791
8307,130.997
8308,115.8327
8309,128.5074
8310,119.3601
8311,139.7362
8312,129.5891
8313,126.8148
8314,132.9198
8315,99.69835
8316,124.5827
8317,120.3137
8318,84.26295
8319,124.4028
8320,128.8174
8321,121.0948
8322,126.6962
8323,135.744
8324,108.706
8325,122.0975
8326,109.3178
8327,113.8038
8328,159.4608
8329,139.0226
8330,125.9181
8331,123.4824
8332,140.0057
8333,128.4365
8334,132.4955
8335,112.9736
8336,155.7617
8337,116.0386
8338,115.5906
8339,138.3516
8340,112.8601
8341,133.5413
8342,112.2883
8343,137.7297
8344,122.6836
8345,108.3135
8346,139.3953
8347,119.9003
8348,149.1915
8349,127.4068
8350,118.3092
8351,135.0451
8352,120.4317
8353,131.041
8354,128.0926
8355,141.614
8356,135.1406
8357,147.5304
8358,104.5216
8359,124.1642
8360,130.3102
8361,120.5525
8362,117.8028
8363,124.0657
8364,140.2734
8365,124.0408
8366,143.68
8367,117.7358
8368,118.2815
8369,127.8454
8370,136.177
8371,113.1378
8372,117.5526
8373,133.8826
8374,131.2102
8375,94.21964
8376,127.7961
8377,100.2388
8378,124.5368
8379,139.8293
8380,129.0105
8381,125.379
8382,123.9033
8383,147.1507
8384,113.5479
8385,117.2405
8386,128.0275
8387,118.8067
8388,124.6767
8389,148.1246
8390,122.9936
8391,116.068
8392,107.6202
8393,137.0353
8394,120.6447
8395,118.8854
8396,129.5464
8397,134.0139
8398,127.2599
8399,135.6923
8400,142.98
8401,110.3751
8402,116.6516
8403,130.0152
8404,142.6604
8405,108.0995
8406,119.4805
8407,111.5318
8408,129.6186
8409,125.0064
8410,119.046
8411,129.5537
8412,133.2109
8413,144.2612
8414,131.5842
8415,90.16983
8416,135.136
8417,125.0421
8418,95.73883
8419,135.4546
8420,112.0029
8421,143.0838
8422,133.1309
8423,110.4167
8424,129.8376
8425,122.3385
8426,122.1685
8427,150.0087
8428,135.8583
8429,128.5779
8430,127.6864
8431,116.6157
8432,161.6214
8433,119.386
8434,121.8461
8435,130.6059
8436,124.2612
8437,126.2855
8438,111.3166
8439,131.1387
8440,118.814
8441,130.0191
8442,127.2159
8443,140.8074
8444,138.4305
8445,129.8077
8446,141.0015
8447,102.6498
8448,130.2661
8449,140.0166
8450,134.2776
8451,144.6739
8452,123.3616
8453,129.4534
8454,110.1402
8455,130.6182
8456,117.2168
8457,125.558
8458,137.4401
8459,132.9983
8460,112.1204
8461,140.3979
8462,133.3581
8463,123.5644
8464,111.4393
8465,134.7116
8466,128.6627
8467,127.3814
8468,123.9987
8469,126.974
8470,130.2877
8471,118.9465
8472,125.9928
8473,145.2695
8474,131.8694
8475,135.8198
8476,143.4551
8477,147.1762
8478,134.6977
8479,135.6669
8480,123.9896
8481,140.0683
8482,118.0146
8483,132.4516
8484,128.829
8485,142.5893
8486,108.3347
8487,139.2589
8488,112.3772
8489,115.3454
8490,122.5675
8491,107.2211
8492,114.081
8493,124.5166
8494,137.383
8495,133.1983
8496,116.7798
8497,153.339
8498,136.3467
8499,117.7597
8500,135.4338
8501,120.7832
8502,129.9118
8503,138.4072
8504,128.9191
8505,111.703
8506,128.2739
8507,119.1325
8508,104.76
8509,136.6399
8510,132.3913
8511,142.0639
8512,130.2864
8513,144.1251
8514,132.3308
8515,127.413
8516,106.8324
8517,125.7713
8518,151.8206
8519,118.6562
8520,141.1954
8521,125.1979
8522,138.7086
8523,120.2989
8524,117.9536
8525,122.0631
8526,156.4056
8527,114.9246
8528,130.4239
8529,141.6525
8530,134.7504
8531,121.6314
8532,118.6352
8533,122.4953
8534,119.4673
8535,121.2471
8536,136.4983
8537,117.3852
8538,115.4428
8539,135.9818
8540,127.3092
8541,114.6022
8542,125.8834
8543,121.2715
8544,143.0669
8545,106.4818
8546,113.4885
8547,133.0219
8548,141.6156
8549,138.6939
8550,104.0323
8551,119.8473
8552,119.9125
8553,125.7243
8554,115.4595
8555,121.7398
8556,150.4439
8557,138.1689
8558,141.2293
8559,129.7799
8560,122.9159
8561,122.8109
8562,117.7137
8563,125.232
8564,124.495
8565,115.7638
8566,140.8429
8567,111.8194
8568,127.1661
8569,138.4063
8570,135.9299
8571,127.7205
8572,110.4212
8573,122.438
8574,136.5598
8575,134.0436
8576,114.5911
8577,117.9921
8578,128.0073
8579,129.924
8580,125.5075
8581,120.5523
